Date,Ticker,Close,High,Low,Open,Volume,sector,industry,marketCap,trailingPE,priceToBook,dividendYield,beta,Return,SMA_20,Volatility_20
2018-01-02,ABEV3.SA,16.04478645324707,16.089169975360996,15.66012549912177,15.778482498710058,12717900.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,,,
2018-01-03,ABEV3.SA,16.081771850585938,16.25190985440035,15.948619878582772,15.948619878582772,9389900.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,0.002305134907631068,,
2018-01-04,ABEV3.SA,15.993002891540527,16.140948411966427,15.896836962883512,16.081769921610768,9150100.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,-0.005519849421453893,,
2018-01-05,ABEV3.SA,16.052181243896484,16.089167270953368,15.933824264202672,15.993002754049575,11510200.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,0.003700265219564125,,
2018-01-08,ABEV3.SA,16.022592544555664,16.05218249725275,15.896838067446252,16.05218249725275,7074000.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,-0.0018432821615486095,,
2018-01-09,ABEV3.SA,15.97821044921875,16.04478643778886,15.919031949481624,16.015196482456933,5850700.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,-0.00276996966711196,,
2018-01-10,ABEV3.SA,15.97821044921875,16.06697749336108,15.859853449744492,15.867250938577476,5434100.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,0.0,,
2018-01-11,ABEV3.SA,16.163143157958984,16.177938135369285,15.919031674395807,16.052183649235122,8663800.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,0.011574056389354714,,
2018-01-12,ABEV3.SA,15.97821044921875,16.229719425833228,15.87464701648373,16.04478643778886,15529600.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,-0.011441630314903861,,
2018-01-15,ABEV3.SA,16.140953063964844,16.163145533341766,15.978212521314806,15.978212521314806,4853800.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,0.010185284219613733,,
2018-01-16,ABEV3.SA,16.20012664794922,16.325881114346227,16.126153183434543,16.14094815852277,9196800.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,0.0036660526642928737,,
2018-01-17,ABEV3.SA,16.296293258666992,16.318484311303692,16.126153859868555,16.23711476675822,11318200.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,0.005936164130540655,,
2018-01-18,ABEV3.SA,16.214923858642578,16.33328085381374,16.155745361056997,16.214923858642578,7703100.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,-0.004993123204943495,,
2018-01-19,ABEV3.SA,16.27410125732422,16.318484774784753,16.14834678208056,16.2667037692597,10712900.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,0.0036495637720863616,,
2018-01-22,ABEV3.SA,16.20012664794922,16.26670262491978,16.155743133611004,16.192729160405104,9900600.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,-0.0045455419138250575,,
2018-01-23,ABEV3.SA,16.140953063964844,16.27410505837256,16.02259604914174,16.192734081584085,9624900.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,-0.003652661813718927,,
2018-01-24,ABEV3.SA,16.192731857299805,16.296295289239406,15.993005304050204,16.244512867806247,21173700.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,0.0032079142495344826,,
2018-01-25,ABEV3.SA,16.192731857299805,16.192731857299805,16.192731857299805,16.192731857299805,0.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,0.0,,
2018-01-26,ABEV3.SA,16.185335159301758,16.222322604989706,16.059580665816302,16.207527626714526,14872900.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,-0.00045679123592179405,,
2018-01-29,ABEV3.SA,16.155746459960938,16.163143949028143,16.037389456739206,16.12615650369212,8321700.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,-0.0018281178022943045,16.124306631088256,0.10073925715093514
2018-01-30,ABEV3.SA,16.177936553955078,16.27410107586843,16.074373133133125,16.074373133133125,12080100.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,0.0013735109082786412,16.13096413612366,0.09960073535239061
2018-01-31,ABEV3.SA,16.237119674682617,16.466436223777812,16.214927204411353,16.244515753846073,12252600.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,0.0036582613938531683,16.138731527328492,0.10159991018949134
2018-02-01,ABEV3.SA,16.496849060058594,16.71205830114039,16.348430211619235,16.348430211619235,23424100.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,0.01599602580874948,16.163923835754396,0.12363924116117207
2018-02-02,ABEV3.SA,16.33359146118164,16.40780160929175,16.096120119581972,16.266802469426626,12316800.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,-0.009896289787376666,16.177994346618654,0.1262386394902572
2018-02-05,ABEV3.SA,16.088695526123047,16.326166816990607,16.088695526123047,16.207431171556827,12556400.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,-0.014993391725305005,16.181299495697022,0.1227735971435031
2018-02-06,ABEV3.SA,16.044170379638672,16.207431541981354,15.65827881543898,15.969960245686336,18958500.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,-0.0027674802106908425,16.184597492218018,0.11781686614268613
2018-02-07,ABEV3.SA,16.044170379638672,16.348430654946736,15.94027562592917,16.088695893833844,12915900.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,0.0,16.187895488739013,0.11254054048824241
2018-02-08,ABEV3.SA,16.073856353759766,16.266802169107525,15.962541841370124,16.11096071940937,20079400.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,0.0018502654496095339,16.183431148529053,0.11531095980500877
2018-02-09,ABEV3.SA,15.947697639465332,16.170328053308385,15.76959415765528,16.014486622074184,17136400.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,-0.007848689917209883,16.181905508041382,0.1183313661011732
2018-02-14,ABEV3.SA,16.504270553588867,16.62300620095392,16.0738534780304,16.11095783704177,17857000.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,0.034899891301312325,16.200071382522584,0.13797140662312002
2018-02-15,ABEV3.SA,16.548797607421875,16.660113525695497,16.489429778214937,16.504272089376844,10312600.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,0.002697911046018575,16.217504930496215,0.1584825205113455
2018-02-16,ABEV3.SA,16.6452693939209,16.7120583714036,16.363271174451583,16.52653374849399,13084500.0,Consumer Defensive,Beverages - Brewers,191628132352,13.074468,2.0344315,8.56,0.324,0.005829534494745214,16.234953737258913,0.18466229421770503
