Date,Ticker,Close,High,Low,Open,Volume,sector,industry,marketCap,trailingPE,priceToBook,dividendYield,beta,Return,SMA_20,Volatility_20
2018-01-02,AZN.L,5094.431640625,5147.3219201456905,5072.477184974902,5115.388166472821,2350718.0,Healthcare,Drug Manufacturers - General,175547580416,27.621891,384.87402,2.2,0.166,,,
2018-01-03,AZN.L,5155.30517578125,5168.27826275089,5083.454232564786,5084.452162331682,2689974.0,Healthcare,Drug Manufacturers - General,175547580416,27.621891,384.87402,2.2,0.166,0.011949033660756392,,
2018-01-04,AZN.L,5160.29638671875,5209.194960098989,5121.377114028355,5178.25912796047,1936251.0,Healthcare,Drug Manufacturers - General,175547580416,27.621891,384.87402,2.2,0.166,0.0009681698303618536,,
2018-01-05,AZN.L,5193.22705078125,5198.216700138265,5152.311926053727,5159.297435153548,1651808.0,Healthcare,Drug Manufacturers - General,175547580416,27.621891,384.87402,2.2,0.166,0.006381545088622209,,
2018-01-08,AZN.L,5142.33349609375,5206.201018653424,5135.347985813786,5196.221718253475,1750759.0,Healthcare,Drug Manufacturers - General,175547580416,27.621891,384.87402,2.2,0.166,-0.009799986441926034,,
2018-01-09,AZN.L,5153.310546875,5175.265006989494,5130.358156755301,5152.312616869795,2064251.0,Healthcare,Drug Manufacturers - General,175547580416,27.621891,384.87402,2.2,0.166,0.002134643890675081,,
2018-01-10,AZN.L,5125.36865234375,5157.302413417543,5079.463870800173,5132.354162578642,2388598.0,Healthcare,Drug Manufacturers - General,175547580416,27.621891,384.87402,2.2,0.166,-0.005422125112990561,,
2018-01-11,AZN.L,5121.37548828125,5149.3175213428,5095.429314724097,5144.327872581809,1680832.0,Healthcare,Drug Manufacturers - General,175547580416,27.621891,384.87402,2.2,0.166,-0.0007790979212146665,,
2018-01-12,AZN.L,5121.37548828125,5149.3175213428,5093.433455219701,5148.319591590602,1835225.0,Healthcare,Drug Manufacturers - General,175547580416,27.621891,384.87402,2.2,0.166,0.0,,
2018-01-15,AZN.L,5119.3798828125,5140.336408648574,5086.448199355812,5105.408865588451,1224709.0,Healthcare,Drug Manufacturers - General,175547580416,27.621891,384.87402,2.2,0.166,-0.00038966201039469794,,
2018-01-16,AZN.L,5038.54833984375,5144.328915011791,5024.577320481933,5131.355825604389,2828512.0,Healthcare,Drug Manufacturers - General,175547580416,27.621891,384.87402,2.2,0.166,-0.015789323085815377,,
2018-01-17,AZN.L,4980.1689453125,5051.520930001378,4968.193787043038,5004.618226779318,2386822.0,Healthcare,Drug Manufacturers - General,175547580416,27.621891,384.87402,2.2,0.166,-0.01158655044938206,,
2018-01-18,AZN.L,4970.18994140625,5004.61852347201,4928.276884978369,4993.641294407565,4251132.0,Healthcare,Drug Manufacturers - General,175547580416,27.621891,384.87402,2.2,0.166,-0.0020037480687562503,,
2018-01-19,AZN.L,5032.56005859375,5043.537286562128,4974.181164398285,4989.649076535545,3019909.0,Healthcare,Drug Manufacturers - General,175547580416,27.621891,384.87402,2.2,0.166,0.012548839767249076,,
2018-01-22,AZN.L,5043.53759765625,5047.529317163694,5018.589350734721,5027.570719626471,3256021.0,Healthcare,Drug Manufacturers - General,175547580416,27.621891,384.87402,2.2,0.166,0.002181303140884383,,
2018-01-23,AZN.L,5090.44091796875,5093.434707961675,5032.560978105549,5049.5257880654535,2137024.0,Healthcare,Drug Manufacturers - General,175547580416,27.621891,384.87402,2.2,0.166,0.009299686857553446,,
